year,general_role,experience_level,company_size,company_location,predicted_salary_usd
2020,Data Analyst,Entry,Medium,Singapore,54662.695
2020,Data Analyst,Entry,Medium,Germany,47778.535
2020,Data Analyst,Entry,Medium,Finland,34789.87
2020,Data Analyst,Entry,Large,United States,63402.49
2020,Data Analyst,Entry,Large,Australia,51550.363
2020,Data Analyst,Entry,Large,Netherlands,47089.797
2020,Data Analyst,Entry,Large,United Kingdom,48674.312
2020,Data Analyst,Entry,Large,Canada,50878.35
2020,Data Analyst,Entry,Large,Italy,37069.31
2020,Data Analyst,Entry,Large,Singapore,54644.348
2020,Data Analyst,Entry,Large,Germany,46400.207
2020,Data Analyst,Entry,Large,Finland,33757.297
2020,Data Analyst,Entry,Enterprise,United States,63056.41
2020,Data Analyst,Entry,Enterprise,Australia,50675.516
2020,Data Analyst,Entry,Enterprise,Netherlands,47089.797
2020,Data Analyst,Entry,Enterprise,United Kingdom,48674.312
2020,Data Analyst,Entry,Enterprise,Canada,50878.35
2020,Data Analyst,Entry,Enterprise,Italy,36162.523
2020,Data Analyst,Entry,Enterprise,Singapore,54598.67
2020,Data Analyst,Entry,Enterprise,Germany,46400.207
2020,Data Analyst,Entry,Enterprise,Finland,33757.297
2020,Data Analyst,Mid,Small,United States,75710.055
2020,Data Analyst,Mid,Small,Australia,64330.758
2020,Data Analyst,Mid,Small,Netherlands,58686.37
2020,Data Analyst,Mid,Small,United Kingdom,61399.816
2020,Data Analyst,Mid,Small,Canada,63772.535
2020,Data Analyst,Mid,Small,Italy,53184.258
2020,Data Analyst,Mid,Small,Singapore,66230.41
2020,Data Analyst,Mid,Small,Germany,58502.62
2020,Data Analyst,Mid,Small,Finland,51741.703
2020,Data Analyst,Mid,Medium,United States,86260.51
2020,Data Analyst,Mid,Medium,Australia,67513.33
2020,Data Analyst,Mid,Medium,Netherlands,58838.465
2020,Data Analyst,Mid,Medium,United Kingdom,62176.344
2020,Data Analyst,Mid,Medium,Canada,66031.555
2020,Data Analyst,Mid,Medium,Italy,53960.8
2020,Data Analyst,Mid,Medium,Singapore,67253.54
2020,Data Analyst,Mid,Medium,Germany,59624.918
2020,Data Analyst,Mid,Medium,Finland,52518.246
2020,Data Analyst,Mid,Large,United States,78493.92
2020,Data Analyst,Mid,Large,Australia,64330.758
2020,Data Analyst,Mid,Large,Netherlands,58521.13
2020,Data Analyst,Mid,Large,United Kingdom,61399.816
2020,Data Analyst,Mid,Large,Canada,63500.793
2020,Data Analyst,Mid,Large,Italy,53184.258
2020,Data Analyst,Mid,Large,Singapore,68629.85
2020,Data Analyst,Mid,Large,Germany,58502.62
2020,Data Analyst,Mid,Large,Finland,51741.703
2020,Data Analyst,Mid,Enterprise,United States,77727.65
2020,Data Analyst,Mid,Enterprise,Australia,63455.91
2020,Data Analyst,Mid,Enterprise,Netherlands,58521.13
2020,Data Analyst,Mid,Enterprise,United Kingdom,61399.816
2020,Data Analyst,Mid,Enterprise,Canada,63500.793
2020,Data Analyst,Mid,Enterprise,Italy,53184.258
2020,Data Analyst,Mid,Enterprise,Singapore,66999.016
2020,Data Analyst,Mid,Enterprise,Germany,58502.62
2020,Data Analyst,Mid,Enterprise,Finland,51741.703
2020,Data Analyst,Senior,Small,United States,99498.1
2020,Data Analyst,Senior,Small,Australia,87632.65
2020,Data Analyst,Senior,Small,Netherlands,80548.84
2020,Data Analyst,Senior,Small,United Kingdom,82472.66
2020,Data Analyst,Senior,Small,Canada,89641.375
2020,Data Analyst,Senior,Small,Italy,67228.86
2020,Data Analyst,Senior,Small,Singapore,91029.484
2020,Data Analyst,Senior,Small,Germany,79412.6
2020,Data Analyst,Senior,Small,Finland,70790.86
2020,Data Analyst,Senior,Medium,United States,108110.3
2020,Data Analyst,Senior,Medium,Australia,89976.45
2020,Data Analyst,Senior,Medium,Netherlands,80970.48
2020,Data Analyst,Senior,Medium,United Kingdom,82407.266
2020,Data Analyst,Senior,Medium,Canada,92053.51
2020,Data Analyst,Senior,Medium,Italy,68109.71
2020,Data Analyst,Senior,Medium,Singapore,93038.09
2020,Data Analyst,Senior,Medium,Germany,80995.36
2020,Data Analyst,Senior,Medium,Finland,71671.71
2020,Data Analyst,Senior,Large,United States,103329.73
2020,Data Analyst,Senior,Large,Australia,87458.71
2020,Data Analyst,Senior,Large,Netherlands,80548.84
2020,Data Analyst,Senior,Large,United Kingdom,82472.66
2020,Data Analyst,Senior,Large,Canada,89369.625
2020,Data Analyst,Senior,Large,Italy,68135.64
2020,Data Analyst,Senior,Large,Singapore,91952.62
2020,Data Analyst,Senior,Large,Germany,79412.6
2020,Data Analyst,Senior,Large,Finland,70790.86
2020,Data Analyst,Senior,Enterprise,United States,101733.37
2020,Data Analyst,Senior,Enterprise,Australia,86757.805
2020,Data Analyst,Senior,Enterprise,Netherlands,80548.84
2020,Data Analyst,Senior,Enterprise,United Kingdom,82472.66
2020,Data Analyst,Senior,Enterprise,Canada,89369.625
2020,Data Analyst,Senior,Enterprise,Italy,67228.86
2020,Data Analyst,Senior,Enterprise,Singapore,91947.72
2020,Data Analyst,Senior,Enterprise,Germany,79412.6
2020,Data Analyst,Senior,Enterprise,Finland,70790.86
2020,Data Analyst,Lead,Small,United States,139030.6
2020,Data Analyst,Lead,Small,Australia,118688.76
2020,Data Analyst,Lead,Small,Netherlands,108834.95
2020,Data Analyst,Lead,Small,United Kingdom,110726.91
2020,Data Analyst,Lead,Small,Canada,115768.2
2020,Data Analyst,Lead,Small,Italy,100227.55
2020,Data Analyst,Lead,Small,Singapore,124558.47
2020,Data Analyst,Lead,Small,Germany,107792.04
2020,Data Analyst,Lead,Small,Finland,99445.96
2020,Data Analyst,Lead,Medium,United States,143517.78
2020,Data Analyst,Lead,Medium,Australia,120239.13
2020,Data Analyst,Lead,Medium,Netherlands,107991.49
2020,Data Analyst,Lead,Medium,United Kingdom,109561.67
2020,Data Analyst,Lead,Medium,Canada,115056.13
2020,Data Analyst,Lead,Medium,Italy,100008.555
2020,Data Analyst,Lead,Medium,Singapore,125794.02
2020,Data Analyst,Lead,Medium,Germany,108042.94
2020,Data Analyst,Lead,Medium,Finland,99226.97
2020,Data Analyst,Lead,Large,United States,145156.12
2020,Data Analyst,Lead,Large,Australia,118040.51
2020,Data Analyst,Lead,Large,Netherlands,108669.7
2020,Data Analyst,Lead,Large,United Kingdom,110726.91
2020,Data Analyst,Lead,Large,Canada,115142.71
2020,Data Analyst,Lead,Large,Italy,101134.33
2020,Data Analyst,Lead,Large,Singapore,127052.41
2020,Data Analyst,Lead,Large,Germany,107792.04
2020,Data Analyst,Lead,Large,Finland,99445.96
2020,Data Analyst,Lead,Enterprise,United States,149855.39
2020,Data Analyst,Lead,Enterprise,Australia,117813.914
2020,Data Analyst,Lead,Enterprise,Netherlands,108669.7
2020,Data Analyst,Lead,Enterprise,United Kingdom,110726.91
2020,Data Analyst,Lead,Enterprise,Canada,115142.71
2020,Data Analyst,Lead,Enterprise,Italy,100227.55
2020,Data Analyst,Lead,Enterprise,Singapore,125803.49
2020,Data Analyst,Lead,Enterprise,Germany,107792.04
2020,Data Analyst,Lead,Enterprise,Finland,99445.96
2020,AI Engineer,Entry,Small,United States,87728.555
2020,AI Engineer,Entry,Small,Australia,72047.85
2020,AI Engineer,Entry,Small,Netherlands,65114.3
2020,AI Engineer,Entry,Small,United Kingdom,66478.01
2020,AI Engineer,Entry,Small,Canada,70966.71
2020,AI Engineer,Entry,Small,Italy,53752.453
2020,AI Engineer,Entry,Small,Singapore,74972.35
2020,AI Engineer,Entry,Small,Germany,63027.22
2020,AI Engineer,Entry,Small,Finland,46308.113
2020,AI Engineer,Entry,Medium,United States,88792.91
2020,AI Engineer,Entry,Medium,Australia,72545.29
2020,AI Engineer,Entry,Medium,Netherlands,65199.49
2020,AI Engineer,Entry,Medium,United Kingdom,66652.21
2020,AI Engineer,Entry,Medium,Canada,73105.1
2020,AI Engineer,Entry,Medium,Italy,53926.652
2020,AI Engineer,Entry,Medium,Singapore,73995.945
2020,AI Engineer,Entry,Medium,Germany,63142.324
2020,AI Engineer,Entry,Medium,Finland,46482.316
2020,AI Engineer,Entry,Large,United States,87728.555
2020,AI Engineer,Entry,Large,Australia,72047.85
2020,AI Engineer,Entry,Large,Netherlands,65114.3
2020,AI Engineer,Entry,Large,United Kingdom,66478.01
2020,AI Engineer,Entry,Large,Canada,70966.71
2020,AI Engineer,Entry,Large,Italy,54659.24
2020,AI Engineer,Entry,Large,Singapore,74955.305
2020,AI Engineer,Entry,Large,Germany,63027.22
2020,AI Engineer,Entry,Large,Finland,45793.33
2020,AI Engineer,Entry,Enterprise,United States,87728.555
2020,AI Engineer,Entry,Enterprise,Australia,72047.85
2020,AI Engineer,Entry,Enterprise,Netherlands,65114.3
2020,AI Engineer,Entry,Enterprise,United Kingdom,66478.01
2020,AI Engineer,Entry,Enterprise,Canada,70966.71
2020,AI Engineer,Entry,Enterprise,Italy,53752.453
2020,AI Engineer,Entry,Enterprise,Singapore,74955.305
2020,AI Engineer,Entry,Enterprise,Germany,63027.22
2020,AI Engineer,Entry,Enterprise,Finland,46308.113
2020,AI Engineer,Mid,Small,United States,116032.66
2020,AI Engineer,Mid,Small,Australia,89833.32
2020,AI Engineer,Mid,Small,Netherlands,82184.02
2020,AI Engineer,Mid,Small,United Kingdom,84309.13
2020,AI Engineer,Mid,Small,Canada,89217.05
2020,AI Engineer,Mid,Small,Italy,75078.81
2020,AI Engineer,Mid,Small,Singapore,94479.625
2020,AI Engineer,Mid,Small,Germany,80328.18
2020,AI Engineer,Mid,Small,Finland,64707.836
2020,AI Engineer,Mid,Medium,United States,120141.23
2020,AI Engineer,Mid,Medium,Australia,91687.625
2020,AI Engineer,Mid,Medium,Netherlands,82789.805
2020,AI Engineer,Mid,Medium,United Kingdom,85003.945
2020,AI Engineer,Mid,Medium,Canada,91911.78
2020,AI Engineer,Mid,Medium,Italy,75773.625
2020,AI Engineer,Mid,Medium,Singapore,94651.28
2020,AI Engineer,Mid,Medium,Germany,80963.89
2020,AI Engineer,Mid,Medium,Finland,65402.652
2020,AI Engineer,Mid,Large,United States,116032.66
2020,AI Engineer,Mid,Large,Australia,89833.32
2020,AI Engineer,Mid,Large,Netherlands,82184.02
2020,AI Engineer,Mid,Large,United Kingdom,84309.13
2020,AI Engineer,Mid,Large,Canada,89217.05
2020,AI Engineer,Mid,Large,Italy,75078.81
2020,AI Engineer,Mid,Large,Singapore,94462.58
2020,AI Engineer,Mid,Large,Germany,80328.18
2020,AI Engineer,Mid,Large,Finland,64193.047
2020,AI Engineer,Mid,Enterprise,United States,116032.66
2020,AI Engineer,Mid,Enterprise,Australia,89833.32
2020,AI Engineer,Mid,Enterprise,Netherlands,82184.02
2020,AI Engineer,Mid,Enterprise,United Kingdom,84309.13
2020,AI Engineer,Mid,Enterprise,Canada,89217.05
2020,AI Engineer,Mid,Enterprise,Italy,75078.81
2020,AI Engineer,Mid,Enterprise,Singapore,94462.58
2020,AI Engineer,Mid,Enterprise,Germany,80328.18
2020,AI Engineer,Mid,Enterprise,Finland,64707.836
2020,AI Engineer,Senior,Small,United States,157255.9
2020,AI Engineer,Senior,Small,Australia,119314.89
2020,AI Engineer,Senior,Small,Netherlands,110690.48
2020,AI Engineer,Senior,Small,United Kingdom,112490.93
2020,AI Engineer,Senior,Small,Canada,123164.72
2020,AI Engineer,Senior,Small,Italy,96314.61
2020,AI Engineer,Senior,Small,Singapore,124836.445
2020,AI Engineer,Senior,Small,Germany,108498.35
2020,AI Engineer,Senior,Small,Finland,89157.63
2020,AI Engineer,Senior,Medium,United States,161039.83
2020,AI Engineer,Senior,Medium,Australia,119885.57
2020,AI Engineer,Senior,Medium,Netherlands,110955.63
2020,AI Engineer,Senior,Medium,United Kingdom,112845.12
2020,AI Engineer,Senior,Medium,Canada,125061.78
2020,AI Engineer,Senior,Medium,Italy,96668.8
2020,AI Engineer,Senior,Medium,Singapore,125390.17
2020,AI Engineer,Senior,Medium,Germany,108917.58
2020,AI Engineer,Senior,Medium,Finland,89511.82
2020,AI Engineer,Senior,Large,United States,157707.83
2020,AI Engineer,Senior,Large,Australia,119140.95
2020,AI Engineer,Senior,Large,Netherlands,110690.48
2020,AI Engineer,Senior,Large,United Kingdom,112490.93
2020,AI Engineer,Senior,Large,Canada,123164.72
2020,AI Engineer,Senior,Large,Italy,97221.39
2020,AI Engineer,Senior,Large,Singapore,124819.4
2020,AI Engineer,Senior,Large,Germany,108498.35
2020,AI Engineer,Senior,Large,Finland,88642.85
2020,AI Engineer,Senior,Enterprise,United States,157255.9
2020,AI Engineer,Senior,Enterprise,Australia,119314.89
2020,AI Engineer,Senior,Enterprise,Netherlands,110690.48
2020,AI Engineer,Senior,Enterprise,United Kingdom,112490.93
2020,AI Engineer,Senior,Enterprise,Canada,123164.72
2020,AI Engineer,Senior,Enterprise,Italy,96314.61
2020,AI Engineer,Senior,Enterprise,Singapore,124819.4
2020,AI Engineer,Senior,Enterprise,Germany,108498.35
2020,AI Engineer,Senior,Enterprise,Finland,89157.63
2020,AI Engineer,Lead,Small,United States,192560.3
2020,AI Engineer,Lead,Small,Australia,163251.6
2020,AI Engineer,Lead,Small,Netherlands,150452.03
2020,AI Engineer,Lead,Small,United Kingdom,152378.86
2020,AI Engineer,Lead,Small,Canada,157144.77
2020,AI Engineer,Lead,Small,Italy,141277.44
2020,AI Engineer,Lead,Small,Singapore,171207.7
2020,AI Engineer,Lead,Small,Germany,148841.92
2020,AI Engineer,Lead,Small,Finland,130071.32
2020,AI Engineer,Lead,Medium,United States,193626.31
2020,AI Engineer,Lead,Medium,Australia,164002.98
2020,AI Engineer,Lead,Medium,Netherlands,150591.48
2020,AI Engineer,Lead,Medium,United Kingdom,152607.34
2020,AI Engineer,Lead,Medium,Canada,157751.4
2020,AI Engineer,Lead,Medium,Italy,141505.92
2020,AI Engineer,Lead,Medium,Singapore,171635.73
2020,AI Engineer,Lead,Medium,Germany,149135.44
2020,AI Engineer,Lead,Medium,Finland,130299.805
2020,AI Engineer,Lead,Large,United States,191685.75
2020,AI Engineer,Lead,Large,Australia,163077.66
2020,AI Engineer,Lead,Large,Netherlands,150452.03
2020,AI Engineer,Lead,Large,United Kingdom,152378.86
2020,AI Engineer,Lead,Large,Canada,157144.77
2020,AI Engineer,Lead,Large,Italy,142184.23
2020,AI Engineer,Lead,Large,Singapore,171190.67
2020,AI Engineer,Lead,Large,Germany,148841.92
2020,AI Engineer,Lead,Large,Finland,129556.54
2020,AI Engineer,Lead,Enterprise,United States,192045.75
2020,AI Engineer,Lead,Enterprise,Australia,163251.6
2020,AI Engineer,Lead,Enterprise,Netherlands,150452.03
2020,AI Engineer,Lead,Enterprise,United Kingdom,152378.86
2020,AI Engineer,Lead,Enterprise,Canada,157144.77
2020,AI Engineer,Lead,Enterprise,Italy,141277.44
2020,AI Engineer,Lead,Enterprise,Singapore,171190.67
2020,AI Engineer,Lead,Enterprise,Germany,148841.92
2020,AI Engineer,Lead,Enterprise,Finland,130071.32
2020,Quantitative Analyst,Entry,Small,United States,82231.125
2020,Quantitative Analyst,Entry,Small,Australia,131459.75
2020,Quantitative Analyst,Entry,Small,Netherlands,124373.39
2020,Quantitative Analyst,Entry,Small,United Kingdom,128105.875
2020,Quantitative Analyst,Entry,Small,Canada,87288.01
2020,Quantitative Analyst,Entry,Small,Italy,114032.46
2020,Quantitative Analyst,Entry,Small,Singapore,135685.34
2020,Quantitative Analyst,Entry,Small,Germany,122520.19
2020,Quantitative Analyst,Entry,Small,Finland,104177.62
2020,Quantitative Analyst,Entry,Medium,United States,83388.83
2020,Quantitative Analyst,Entry,Medium,Australia,131957.2
2020,Quantitative Analyst,Entry,Medium,Netherlands,124458.61
2020,Quantitative Analyst,Entry,Medium,United Kingdom,128280.06
2020,Quantitative Analyst,Entry,Medium,Canada,89426.4
2020,Quantitative Analyst,Entry,Medium,Italy,114206.68
2020,Quantitative Analyst,Entry,Medium,Singapore,134725.97
2020,Quantitative Analyst,Entry,Medium,Germany,123040.16
2020,Quantitative Analyst,Entry,Medium,Finland,104351.82
2020,Quantitative Analyst,Entry,Large,United States,87059.99
2020,Quantitative Analyst,Entry,Large,Australia,133706.52
2020,Quantitative Analyst,Entry,Large,Netherlands,126620.18
2020,Quantitative Analyst,Entry,Large,United Kingdom,130352.664
2020,Quantitative Analyst,Entry,Large,Canada,89534.8
2020,Quantitative Analyst,Entry,Large,Italy,117186.03
2020,Quantitative Analyst,Entry,Large,Singapore,137932.1
2020,Quantitative Analyst,Entry,Large,Germany,124766.98
2020,Quantitative Analyst,Entry,Large,Finland,106424.41
2020,Quantitative Analyst,Entry,Enterprise,United States,82231.125
2020,Quantitative Analyst,Entry,Enterprise,Australia,131459.75
2020,Quantitative Analyst,Entry,Enterprise,Netherlands,124373.39
2020,Quantitative Analyst,Entry,Enterprise,United Kingdom,128105.875
2020,Quantitative Analyst,Entry,Enterprise,Canada,87288.01
2020,Quantitative Analyst,Entry,Enterprise,Italy,114032.46
2020,Quantitative Analyst,Entry,Enterprise,Singapore,135685.34
2020,Quantitative Analyst,Entry,Enterprise,Germany,122520.19
2020,Quantitative Analyst,Entry,Enterprise,Finland,104177.62
2020,Quantitative Analyst,Mid,Small,United States,106932.484
2020,Quantitative Analyst,Mid,Small,Australia,71669.75
2020,Quantitative Analyst,Mid,Small,Netherlands,63135.984
2020,Quantitative Analyst,Mid,Small,United Kingdom,64955.03
2020,Quantitative Analyst,Mid,Small,Canada,73278.7
2020,Quantitative Analyst,Mid,Small,Italy,56888.215
2020,Quantitative Analyst,Mid,Small,Singapore,79645.06
2020,Quantitative Analyst,Mid,Small,Germany,61350.52
2020,Quantitative Analyst,Mid,Small,Finland,41684.473
2020,Quantitative Analyst,Mid,Medium,United States,108195.94
2020,Quantitative Analyst,Mid,Medium,Australia,71380.27
2020,Quantitative Analyst,Mid,Medium,Netherlands,61597.957
2020,Quantitative Analyst,Mid,Medium,United Kingdom,63506.055
2020,Quantitative Analyst,Mid,Medium,Canada,73829.66
2020,Quantitative Analyst,Mid,Medium,Italy,55439.21
2020,Quantitative Analyst,Mid,Medium,Singapore,77689.984
2020,Quantitative Analyst,Mid,Medium,Germany,60247.246
2020,Quantitative Analyst,Mid,Medium,Finland,40235.508
2020,Quantitative Analyst,Mid,Large,United States,117019.63
2020,Quantitative Analyst,Mid,Large,Australia,77456.414
2020,Quantitative Analyst,Mid,Large,Netherlands,68922.664
2020,Quantitative Analyst,Mid,Large,United Kingdom,70741.72
2020,Quantitative Analyst,Mid,Large,Canada,79065.37
2020,Quantitative Analyst,Mid,Large,Italy,62674.88
2020,Quantitative Analyst,Mid,Large,Singapore,85431.72
2020,Quantitative Analyst,Mid,Large,Germany,67137.195
2020,Quantitative Analyst,Mid,Large,Finland,47471.133
2020,Quantitative Analyst,Mid,Enterprise,United States,106932.484
2020,Quantitative Analyst,Mid,Enterprise,Australia,71669.75
2020,Quantitative Analyst,Mid,Enterprise,Netherlands,63135.984
2020,Quantitative Analyst,Mid,Enterprise,United Kingdom,64955.03
2020,Quantitative Analyst,Mid,Enterprise,Canada,73278.7
2020,Quantitative Analyst,Mid,Enterprise,Italy,56888.215
2020,Quantitative Analyst,Mid,Enterprise,Singapore,79645.06
2020,Quantitative Analyst,Mid,Enterprise,Germany,61350.52
2020,Quantitative Analyst,Mid,Enterprise,Finland,41684.473
2020,Quantitative Analyst,Senior,Small,United States,119420.305
2020,Quantitative Analyst,Senior,Small,Australia,83651.19
2020,Quantitative Analyst,Senior,Small,Netherlands,73978.74
2020,Quantitative Analyst,Senior,Small,United Kingdom,81800.01
2020,Quantitative Analyst,Senior,Small,Canada,86658.94
2020,Quantitative Analyst,Senior,Small,Italy,63564.99
2020,Quantitative Analyst,Senior,Small,Singapore,96494.5
2020,Quantitative Analyst,Senior,Small,Germany,72020.58
2020,Quantitative Analyst,Senior,Small,Finland,50323.203
2020,Quantitative Analyst,Senior,Medium,United States,122502.84
2020,Quantitative Analyst,Senior,Medium,Australia,84221.875
2020,Quantitative Analyst,Senior,Medium,Netherlands,74243.9
2020,Quantitative Analyst,Senior,Medium,United Kingdom,82154.195
2020,Quantitative Analyst,Senior,Medium,Canada,88556.0
2020,Quantitative Analyst,Senior,Medium,Italy,63919.176
2020,Quantitative Analyst,Senior,Medium,Singapore,97065.266
2020,Quantitative Analyst,Senior,Medium,Germany,73076.67
2020,Quantitative Analyst,Senior,Medium,Finland,50677.387
2020,Quantitative Analyst,Senior,Large,United States,122299.97
2020,Quantitative Analyst,Senior,Large,Australia,83477.25
2020,Quantitative Analyst,Senior,Large,Netherlands,73978.74
2020,Quantitative Analyst,Senior,Large,United Kingdom,81800.01
2020,Quantitative Analyst,Senior,Large,Canada,86658.94
2020,Quantitative Analyst,Senior,Large,Italy,64471.77
2020,Quantitative Analyst,Senior,Large,Singapore,96494.5
2020,Quantitative Analyst,Senior,Large,Germany,72020.58
2020,Quantitative Analyst,Senior,Large,Finland,50323.203
2020,Quantitative Analyst,Senior,Enterprise,United States,119420.305
2020,Quantitative Analyst,Senior,Enterprise,Australia,83651.19
2020,Quantitative Analyst,Senior,Enterprise,Netherlands,73978.74
2020,Quantitative Analyst,Senior,Enterprise,United Kingdom,81800.01
2020,Quantitative Analyst,Senior,Enterprise,Canada,86658.94
2020,Quantitative Analyst,Senior,Enterprise,Italy,63564.99
2020,Quantitative Analyst,Senior,Enterprise,Singapore,96494.5
2020,Quantitative Analyst,Senior,Enterprise,Germany,72020.58
2020,Quantitative Analyst,Senior,Enterprise,Finland,50323.203
2020,Quantitative Analyst,Lead,Small,United States,174428.12
2020,Quantitative Analyst,Lead,Small,Australia,142578.64
2020,Quantitative Analyst,Lead,Small,Netherlands,128894.74
2020,Quantitative Analyst,Lead,Small,United Kingdom,133486.36
2020,Quantitative Analyst,Lead,Small,Canada,138669.02
2020,Quantitative Analyst,Lead,Small,Italy,121219.65
2020,Quantitative Analyst,Lead,Small,Singapore,156265.55
2020,Quantitative Analyst,Lead,Small,Germany,127354.95
2020,Quantitative Analyst,Lead,Small,Finland,106227.664
2020,Quantitative Analyst,Lead,Medium,United States,174792.8
2020,Quantitative Analyst,Lead,Medium,Australia,143330.03
2020,Quantitative Analyst,Lead,Medium,Netherlands,129034.195
2020,Quantitative Analyst,Lead,Medium,United Kingdom,133714.78
2020,Quantitative Analyst,Lead,Medium,Canada,139275.66
2020,Quantitative Analyst,Lead,Medium,Italy,121448.14
2020,Quantitative Analyst,Lead,Medium,Singapore,156710.61
2020,Quantitative Analyst,Lead,Medium,Germany,128053.33
2020,Quantitative Analyst,Lead,Medium,Finland,106456.195
2020,Quantitative Analyst,Lead,Large,United States,180531.52
2020,Quantitative Analyst,Lead,Large,Australia,144651.48
2020,Quantitative Analyst,Lead,Large,Netherlands,131141.4
2020,Quantitative Analyst,Lead,Large,United Kingdom,135733.1
2020,Quantitative Analyst,Lead,Large,Canada,140915.8
2020,Quantitative Analyst,Lead,Large,Italy,124373.23
2020,Quantitative Analyst,Lead,Large,Singapore,158512.33
2020,Quantitative Analyst,Lead,Large,Germany,129601.734
2020,Quantitative Analyst,Lead,Large,Finland,108474.45
2020,Quantitative Analyst,Lead,Enterprise,United States,173913.58
2020,Quantitative Analyst,Lead,Enterprise,Australia,142578.64
2020,Quantitative Analyst,Lead,Enterprise,Netherlands,128894.74
2020,Quantitative Analyst,Lead,Enterprise,United Kingdom,133486.36
2020,Quantitative Analyst,Lead,Enterprise,Canada,138669.02
2020,Quantitative Analyst,Lead,Enterprise,Italy,121219.65
2020,Quantitative Analyst,Lead,Enterprise,Singapore,156265.55
2020,Quantitative Analyst,Lead,Enterprise,Germany,127354.95
2020,Quantitative Analyst,Lead,Enterprise,Finland,106227.664
2020,Data Visualization,Entry,Small,United States,79918.54
2020,Data Visualization,Entry,Small,Australia,69489.805
2020,Data Visualization,Entry,Small,Netherlands,62278.85
2020,Data Visualization,Entry,Small,United Kingdom,64453.562
2020,Data Visualization,Entry,Small,Canada,67796.03
2020,Data Visualization,Entry,Small,Italy,51059.81
2020,Data Visualization,Entry,Small,Singapore,73088.52
2020,Data Visualization,Entry,Small,Germany,60279.293
2020,Data Visualization,Entry,Small,Finland,41534.2
2020,Data Visualization,Entry,Medium,United States,81076.24
2020,Data Visualization,Entry,Medium,Australia,69987.24
2020,Data Visualization,Entry,Medium,Netherlands,62364.01
2020,Data Visualization,Entry,Medium,United Kingdom,64627.812
2020,Data Visualization,Entry,Medium,Canada,69934.42
2020,Data Visualization,Entry,Medium,Italy,51234.008
2020,Data Visualization,Entry,Medium,Singapore,72129.164
2020,Data Visualization,Entry,Medium,Germany,60799.246
2020,Data Visualization,Entry,Medium,Finland,41708.39
2020,Data Visualization,Entry,Large,United States,80197.23
2020,Data Visualization,Entry,Large,Australia,69489.805
2020,Data Visualization,Entry,Large,Netherlands,62278.85
2020,Data Visualization,Entry,Large,United Kingdom,64453.562
2020,Data Visualization,Entry,Large,Canada,67796.03
2020,Data Visualization,Entry,Large,Italy,51966.594
2020,Data Visualization,Entry,Large,Singapore,73088.52
2020,Data Visualization,Entry,Large,Germany,60279.293
2020,Data Visualization,Entry,Large,Finland,41534.2
2020,Data Visualization,Entry,Enterprise,United States,79918.54
2020,Data Visualization,Entry,Enterprise,Australia,69489.805
2020,Data Visualization,Entry,Enterprise,Netherlands,62278.85
2020,Data Visualization,Entry,Enterprise,United Kingdom,64453.562
2020,Data Visualization,Entry,Enterprise,Canada,67796.03
2020,Data Visualization,Entry,Enterprise,Italy,51059.81
2020,Data Visualization,Entry,Enterprise,Singapore,73088.52
2020,Data Visualization,Entry,Enterprise,Germany,60279.293
2020,Data Visualization,Entry,Enterprise,Finland,41534.2
2020,Data Visualization,Mid,Small,United States,82523.09
2020,Data Visualization,Mid,Small,Australia,64743.65
2020,Data Visualization,Mid,Small,Netherlands,56816.883
2020,Data Visualization,Mid,Small,United Kingdom,58382.65
2020,Data Visualization,Mid,Small,Canada,64763.9
2020,Data Visualization,Mid,Small,Italy,49854.54
2020,Data Visualization,Mid,Small,Singapore,70064.195
2020,Data Visualization,Mid,Small,Germany,55048.598
2020,Data Visualization,Mid,Small,Finland,34980.05
2020,Data Visualization,Mid,Medium,United States,85930.336
2020,Data Visualization,Mid,Medium,Australia,66597.97
2020,Data Visualization,Mid,Medium,Netherlands,57422.652
2020,Data Visualization,Mid,Medium,United Kingdom,59077.45
2020,Data Visualization,Mid,Medium,Canada,67458.68
2020,Data Visualization,Mid,Medium,Italy,50549.34
2020,Data Visualization,Mid,Medium,Singapore,70252.9
2020,Data Visualization,Mid,Medium,Germany,56089.152
2020,Data Visualization,Mid,Medium,Finland,35674.85
2020,Data Visualization,Mid,Large,United States,82801.77
2020,Data Visualization,Mid,Large,Australia,64743.65
2020,Data Visualization,Mid,Large,Netherlands,56816.883
2020,Data Visualization,Mid,Large,United Kingdom,58382.65
2020,Data Visualization,Mid,Large,Canada,64763.9
2020,Data Visualization,Mid,Large,Italy,49854.54
2020,Data Visualization,Mid,Large,Singapore,70064.195
2020,Data Visualization,Mid,Large,Germany,55048.598
2020,Data Visualization,Mid,Large,Finland,34980.05
2020,Data Visualization,Mid,Enterprise,United States,82523.09
2020,Data Visualization,Mid,Enterprise,Australia,64743.65
2020,Data Visualization,Mid,Enterprise,Netherlands,56816.883
2020,Data Visualization,Mid,Enterprise,United Kingdom,58382.65
2020,Data Visualization,Mid,Enterprise,Canada,64763.9
2020,Data Visualization,Mid,Enterprise,Italy,49854.54
2020,Data Visualization,Mid,Enterprise,Singapore,70064.195
2020,Data Visualization,Mid,Enterprise,Germany,55048.598
2020,Data Visualization,Mid,Enterprise,Finland,34980.05
2020,Data Visualization,Senior,Small,United States,104409.91
2020,Data Visualization,Senior,Small,Australia,72308.19
